doc_id,y,x1,x2,Z_bar1,Z_bar2,Z_bar3
29,0,-1.3176988916585146,0.5403359936945783,0.0,0.52,0.48
30,0,-1.3176988916585146,0.6563747475927049,0.0,0.23,0.77
31,0,-1.3176988916585146,-0.531092811891438,0.0,0.61,0.39
32,0,-1.3176988916585146,0.7067260837948488,0.0,0.64,0.36
33,1,-1.3176988916585146,-0.8949817203849924,0.0,0.72,0.28
34,0,-1.3176988916585146,0.7879005642115291,0.0,0.66,0.33999999999999997
35,1,-1.3176988916585146,2.0268797921940553,0.0,0.51,0.49
36,1,-1.3176988916585146,0.40664847868631343,0.0,0.48,0.52
37,0,-1.3176988916585146,0.5738202312216351,0.0,0.35000000000000003,0.65
38,0,-1.3176988916585146,0.06980793936396368,0.0,0.44999999999999996,0.55
39,0,-1.3176988916585146,0.9426320735769644,0.0,0.51,0.49
40,0,-1.3176988916585146,0.44712486941917284,0.0,0.31,0.6900000000000001
41,0,-1.3176988916585146,1.6846705811179887,0.0,0.36,0.64
42,0,-1.3176988916585146,-0.2710440552902994,0.0,0.53,0.47
43,0,-1.3176988916585146,-1.5947114686644956,0.0,0.68,0.32
44,0,-1.3176988916585146,1.0466402399700359,0.0,0.37,0.63
45,0,-1.3176988916585146,0.4111602993284252,0.0,0.52,0.48000000000000004
46,0,-1.3176988916585146,0.9646283871329986,0.0,0.45,0.55
47,1,-1.3176988916585146,-1.207102204412267,0.0,0.47,0.53
48,1,-1.3176988916585146,-0.6922712898592227,0.0,0.42,0.5800000000000001
49,0,-1.3176988916585146,-0.32125386525328853,0.0,0.41000000000000003,0.5900000000000001
50,0,-1.3176988916585146,1.8525417501329198,0.0,0.74,0.26
51,1,-1.3176988916585146,0.6633146746641418,0.0,0.45999999999999996,0.54
52,0,-1.3176988916585146,-0.8803732249371762,0.0,0.34,0.66
53,0,-1.3176988916585146,-1.8364636326833477,0.0,0.28,0.72
54,0,-1.3176988916585146,1.4256233470090829,0.0,0.85,0.15
55,0,-1.3176988916585146,-0.3137254889127215,0.0,0.5700000000000001,0.43000000000000005
56,0,-1.3176988916585146,0.8261819119307289,0.0,0.53,0.47000000000000003
57,1,-1.3176988916585146,-0.1044230860172045,0.0,0.53,0.47000000000000003
58,0,-1.3176988916585146,1.8024752455051365,0.0,0.35,0.65
59,0,-1.3176988916585146,0.05443519769658135,0.0,0.48,0.5199999999999999
60,0,-1.3176988916585146,-0.3674388313767003,0.0,0.44,0.56
61,0,-1.3176988916585146,-0.2876724139575216,0.0,0.5,0.49999999999999994
62,1,-1.3176988916585146,0.2571639462480175,0.0,0.09,0.9099999999999999
63,0,-1.3176988916585146,0.7428975847468113,0.0,0.54,0.46
64,0,-1.3176988916585146,-1.3297219653798404,0.0,0.39,0.6100000000000001
65,0,-1.3176988916585146,0.6466061633702678,0.0,0.19,0.8099999999999999
66,0,-1.3176988916585146,-1.638412865656062,0.0,0.56,0.44000000000000006
67,0,-1.3176988916585146,-0.5121753851647598,0.0,0.54,0.45999999999999996
68,0,-1.3176988916585146,0.32388021958165597,0.01,0.39,0.6
69,0,-1.3176988916585146,0.4216918948882859,0.0,0.37,0.63
70,0,-1.3176988916585146,-0.9502260392837739,0.0,0.53,0.47000000000000003
71,0,-1.3176988916585146,-0.5137801061343078,0.0,0.58,0.42000000000000004
72,0,-1.3176988916585146,0.8920583127220141,0.0,0.34,0.66
73,0,-1.199045846344287,0.171603122806351,0.01,0.46,0.53
74,0,-1.3176988916585146,-1.1337701126652997,0.0,0.9099999999999999,0.09
75,1,-1.3176988916585146,-1.0364032894734674,0.0,0.47,0.53
76,0,-1.3176988916585146,1.2642405296532946,0.0,0.16999999999999998,0.83
77,0,-1.3176988916585146,-1.1041409955063306,0.0,0.65,0.35
78,0,-1.3176988916585146,0.010985398464730779,0.0,0.35,0.65
79,0,-1.3176988916585146,1.041620487439041,0.0,0.6,0.4
80,0,-1.3176988916585146,0.6246417730840733,0.0,0.46,0.54
81,1,-1.199045846344287,1.661019826249503,0.01,0.39000000000000007,0.6000000000000001
82,0,-1.3176988916585146,1.7394565709647503,0.0,0.47000000000000003,0.53
83,0,-1.3176988916585146,0.14998636844538496,0.0,0.5,0.5
84,0,-1.3176988916585146,0.8114071804498286,0.0,0.44000000000000006,0.5599999999999999
85,0,-1.3176988916585146,-2.246158077544106,0.0,0.52,0.48000000000000004
86,0,-1.3176988916585146,0.061695300311468186,0.0,0.5499999999999999,0.44999999999999996
87,0,-1.3176988916585146,0.7908395614365112,0.0,0.5700000000000001,0.43
88,1,-1.3176988916585146,-0.8963747336310632,0.0,0.53,0.47000000000000003
89,0,-1.3176988916585146,-0.04862827637037015,0.0,0.5900000000000001,0.41000000000000003
90,0,-1.3176988916585146,0.1545261301359503,0.0,0.65,0.35
91,0,-1.3176988916585146,0.05054889890911023,0.0,0.49000000000000005,0.51
92,0,-1.3176988916585146,1.2693069626618219,0.0,0.38,0.62
93,0,-1.3176988916585146,-0.09269606963256916,0.0,0.43,0.5700000000000001
94,0,-1.3176988916585146,-0.03932465672729361,0.0,0.6499999999999999,0.35
95,0,-1.199045846344287,1.1095385131443125,0.01,0.22000000000000003,0.77
96,1,-1.3176988916585146,0.1958552159105128,0.0,0.56,0.44
97,0,-1.3176988916585146,-1.681883188499918,0.0,0.54,0.46
98,0,-1.3176988916585146,0.007096193833076277,0.0,0.45,0.55
99,0,-1.3176988916585146,-0.40494703932741305,0.0,0.18,0.8200000000000001
100,0,-1.3176988916585146,-0.07140065410996614,0.0,0.53,0.47000000000000003
101,0,-1.3176988916585146,0.46153077185487784,0.0,0.33999999999999997,0.66
102,0,-1.3176988916585146,0.7890650678290101,0.01,0.52,0.47
103,0,-1.3176988916585146,0.014547779120158423,0.0,0.32,0.6799999999999999
104,0,-1.3176988916585146,1.3388288307591714,0.0,0.55,0.44999999999999996
105,1,-1.3176988916585146,-1.0211108463151646,0.0,0.46,0.54
106,1,-1.3176988916585146,-0.6147072579471683,0.0,0.55,0.45
107,1,-1.3176988916585146,-1.1085664060959868,0.0,0.63,0.37000000000000005
108,0,-1.3176988916585146,2.718315476776092,0.0,0.44000000000000006,0.5599999999999999
109,0,-1.3176988916585146,0.3266619603533797,0.0,0.23,0.77
110,0,-1.3176988916585146,-1.1293329527819516,0.0,0.5900000000000001,0.41000000000000003
111,1,-1.3176988916585146,0.23744719253070765,0.0,0.54,0.46
112,1,-1.3176988916585146,-0.4348721633369915,0.0,0.54,0.46
113,0,-1.3176988916585146,1.245616029735866,0.01,0.49,0.5
114,1,-1.3176988916585146,-0.7576405113853036,0.0,0.47000000000000003,0.53
115,0,-1.3176988916585146,0.3563682447159618,0.0,0.48,0.52
116,1,-1.3176988916585146,-0.4585800038614955,0.0,0.37,0.63
117,0,-1.3176988916585146,1.1422761537921728,0.0,0.6,0.4
118,1,-1.3176988916585146,0.4867271957478298,0.0,0.51,0.49
119,0,-1.3176988916585146,0.36172494652472037,0.0,0.8,0.2
120,0,-1.3176988916585146,-0.5272928353599519,0.0,0.54,0.4600000000000001
121,0,-1.3176988916585146,-0.4856471707522651,0.0,0.42000000000000004,0.5800000000000001
122,0,-1.3176988916585146,1.6682887720042046,0.0,0.7000000000000001,0.30000000000000004
123,0,-1.3176988916585146,0.3331845014584163,0.0,0.52,0.4800000000000001
124,0,-1.3176988916585146,1.5255219556878237,0.0,0.36,0.64
125,0,-1.3176988916585146,-0.5046856253715173,0.0,0.43000000000000005,0.5700000000000001
126,1,-1.3176988916585146,0.04778777458751964,0.0,0.36,0.6400000000000001
127,0,-1.199045846344287,0.6025933564635804,0.01,0.48,0.51
128,0,-1.3176988916585146,-1.1908757634328222,0.0,0.8799999999999999,0.12
129,0,-1.3176988916585146,0.5613834318741265,0.0,0.7000000000000001,0.30000000000000004
130,0,-1.3176988916585146,-2.1289005286303833,0.01,0.5,0.49000000000000005
131,0,-1.3176988916585146,0.07980292654482,0.0,0.51,0.49
132,0,-1.3176988916585146,1.1843990143557435,0.0,0.69,0.31000000000000005
133,0,-1.3176988916585146,-0.9989157134190833,0.0,0.6799999999999999,0.32
134,1,-1.3176988916585146,0.1849479614922747,0.0,0.57,0.43000000000000005
135,1,-1.3176988916585146,-1.379398160128879,0.0,0.67,0.33000000000000007
136,1,-1.3176988916585146,-1.686307372777812,0.0,0.6599999999999999,0.33999999999999997
137,0,-1.3176988916585146,0.28841780575303744,0.0,0.5,0.5
138,0,-1.3176988916585146,-0.440075435211052,0.0,0.24,0.76
139,0,-1.3176988916585146,-2.1702900597938597,0.0,0.45,0.55
140,0,-1.3176988916585146,1.4352064301285294,0.01,0.31,0.68
141,0,-1.3176988916585146,-0.08330890429198337,0.0,0.78,0.22
142,0,-1.3176988916585146,0.5500749154601866,0.0,0.19,0.81
143,0,-1.3176988916585146,0.030179876833979602,0.0,0.18,0.8200000000000001
144,1,-1.3176988916585146,0.8255240723162032,0.0,0.6599999999999999,0.33999999999999997
145,0,-1.3176988916585146,1.2848677583376917,0.01,0.49999999999999994,0.49
146,1,-1.3176988916585146,-0.6535838500038522,0.0,0.38,0.62
147,0,-1.199045846344287,0.19500125282776112,0.01,0.75,0.24000000000000002
148,1,-1.3176988916585146,1.094203546136608,0.0,0.5,0.5
149,0,-1.3176988916585146,-1.452454631376223,0.0,0.75,0.25
150,0,-1.3176988916585146,0.32054575494068405,0.0,0.41000000000000003,0.59
151,1,-1.3176988916585146,-0.03161421087979834,0.0,0.72,0.28
152,0,-1.3176988916585146,0.6793543131635288,0.0,0.5700000000000001,0.43000000000000005
153,0,-1.3176988916585146,-0.011390853334105637,0.0,0.7000000000000001,0.30000000000000004
154,0,-1.199045846344287,-0.0536026894704783,0.01,0.41000000000000003,0.5800000000000001
155,0,-1.3176988916585146,2.680885102064207,0.0,0.64,0.36000000000000004
156,0,-1.3176988916585146,-0.06257725991347328,0.0,0.6,0.4
157,0,-1.3176988916585146,-0.4829973818698602,0.01,0.42000000000000004,0.5700000000000001
158,0,-1.3176988916585146,-1.1210248032513532,0.0,0.42999999999999994,0.57
159,0,-1.3176988916585146,-0.09592496180505959,0.0,0.52,0.48000000000000004
160,0,-1.3176988916585146,-0.4882338292530129,0.0,0.65,0.35
161,1,-1.3176988916585146,-1.0523087577204375,0.0,0.73,0.27
162,0,-1.3176988916585146,-0.3872019319850681,0.0,0.5800000000000001,0.42000000000000004
163,0,-1.3176988916585146,0.28785878301728024,0.0,0.38,0.62
164,0,-1.3176988916585146,0.6996184079727541,0.0,0.7,0.30000000000000004
165,0,-1.3176988916585146,0.5477850486780638,0.0,0.53,0.47
166,1,-1.3176988916585146,-0.13839213569416878,0.0,0.45999999999999996,0.54
167,0,-1.3176988916585146,-2.1074170064040807,0.01,0.56,0.42999999999999994
168,1,-1.3176988916585146,-0.8641249317920698,0.0,0.12,0.8799999999999999
169,0,-1.3176988916585146,-2.0669074890608155,0.0,0.32000000000000006,0.6799999999999999
170,0,-1.3176988916585146,-0.9422361622097941,0.0,0.75,0.25
171,1,-1.3176988916585146,1.3787381870860398,0.0,0.32,0.68
172,0,-1.3176988916585146,0.801534020216731,0.01,0.9099999999999999,0.08
173,1,-1.3176988916585146,-1.5188243849290797,0.0,0.55,0.44999999999999996
174,0,-1.3176988916585146,-0.9833705908979385,0.0,0.59,0.41000000000000003
175,0,-1.3176988916585146,0.7381543298469387,0.0,0.51,0.49
176,0,-1.3176988916585146,-0.5018188665461955,0.0,0.5599999999999999,0.44000000000000006
177,0,-1.3176988916585146,-1.1391048273116602,0.0,0.38,0.62
178,1,-1.3176988916585146,0.17432512042739973,0.0,0.64,0.36000000000000004
179,0,-1.3176988916585146,-0.25571980302696035,0.0,0.46,0.54
180,0,-1.3176988916585146,-0.8645358889957233,0.0,0.62,0.38
181,1,-1.3176988916585146,0.32277327880485873,0.0,0.45999999999999996,0.54
182,0,-1.3176988916585146,1.4232054650576742,0.0,0.47000000000000003,0.53
183,1,-1.3176988916585146,-0.42953940532469764,0.0,0.51,0.49
184,1,-1.3176988916585146,-0.709579224618572,0.0,0.32,0.68
185,0,-1.3176988916585146,-0.22911747808926056,0.0,0.18,0.8200000000000001
186,0,-1.3176988916585146,0.3980147001338796,0.0,0.7100000000000001,0.29000000000000004
187,1,-1.199045846344287,1.0424693944990193,0.01,0.34,0.6499999999999999
188,0,-1.3176988916585146,-0.9626593385773747,0.0,0.53,0.47
189,0,-1.3176988916585146,-0.6304514058948608,0.0,0.39,0.61
190,0,-1.3176988916585146,0.19474138300157964,0.0,0.62,0.38
191,1,-1.3176988916585146,0.8824822937122776,0.0,0.38,0.62
192,0,-1.3176988916585146,0.016853383085001217,0.01,0.47000000000000003,0.52
193,1,-1.3176988916585146,-0.22170853573735863,0.0,0.39999999999999997,0.6000000000000001
194,1,-1.3176988916585146,0.7903786577973503,0.0,0.47,0.53
195,0,-1.3176988916585146,-2.169704688216061,0.0,0.49,0.51
196,0,-1.3176988916585146,0.245469934824296,0.0,0.4,0.6
197,0,-1.3176988916585146,-1.2457235512303646,0.0,0.55,0.45
198,0,-1.3176988916585146,1.3150211980735118,0.0,0.33999999999999997,0.66
199,0,-1.3176988916585146,0.33696849163704023,0.0,0.48,0.52
200,1,-1.3176988916585146,2.8082816989929418,0.0,0.39999999999999997,0.6
201,0,-1.3176988916585146,-1.0164158306516993,0.0,0.38999999999999996,0.6100000000000001
202,0,-1.3176988916585146,0.010847833990345359,0.0,0.37,0.6300000000000001
203,1,-1.3176988916585146,1.2158318666822328,0.0,0.44,0.56
204,0,-1.3176988916585146,2.203517240219982,0.0,0.55,0.45
205,0,-1.3176988916585146,0.8805264180668311,0.0,0.41000000000000003,0.59
206,1,-1.3176988916585146,-1.6287594030161336,0.0,0.26,0.74
207,0,-1.3176988916585146,0.8782922700283491,0.0,0.49999999999999994,0.5
208,0,-1.3176988916585146,1.5143129896176408,0.0,0.41000000000000003,0.5900000000000001
209,0,-1.3176988916585146,-0.3634176516698999,0.0,0.55,0.45
210,0,-1.3176988916585146,0.054700503329411475,0.0,0.54,0.45999999999999996
211,0,-1.199045846344287,-0.6118669775273602,0.01,0.65,0.33999999999999997
212,0,-1.3176988916585146,1.8505341333313958,0.0,0.57,0.43000000000000005
213,1,-1.199045846344287,0.2626961729295726,0.01,0.42,0.57
214,0,-1.3176988916585146,-0.9723951586193139,0.0,0.51,0.49000000000000005
215,0,-1.3176988916585146,0.051769101531841936,0.0,0.4800000000000001,0.52
216,0,-1.3176988916585146,-0.5567721645007655,0.0,0.67,0.33
217,1,-1.3176988916585146,1.332206723522112,0.0,0.29000000000000004,0.71
218,0,-1.199045846344287,-0.4610419413078195,0.01,0.63,0.36
219,1,-1.3176988916585146,-0.5108269232131765,0.0,0.32999999999999996,0.67
220,0,-1.3176988916585146,1.6444937826658745,0.0,0.6100000000000001,0.38999999999999996
221,0,-1.3176988916585146,0.869807584775981,0.0,0.51,0.49
222,0,-1.3176988916585146,1.1109234707897504,0.01,0.35000000000000003,0.6400000000000001
223,1,-1.199045846344287,0.14735060026016011,0.01,0.62,0.37
224,0,-1.3176988916585146,-0.6306361922844416,0.0,0.83,0.17
225,1,-1.3176988916585146,1.2827876215607155,0.0,0.4,0.6
226,0,-1.3176988916585146,0.037434210441522155,0.0,0.39999999999999997,0.6
227,0,-1.3176988916585146,-0.4055511836357094,0.0,0.56,0.43999999999999995
228,1,-1.3176988916585146,-0.08954946894791967,0.0,0.34,0.6599999999999999
229,0,-1.3176988916585146,-1.6805390496179662,0.01,0.56,0.43
230,1,-1.3176988916585146,0.33634207591532583,0.01,0.49,0.5
231,0,-1.3176988916585146,-0.4711581031493162,0.0,0.48,0.52
232,1,-1.3176988916585146,-1.0050547562854606,0.0,0.39,0.61
233,0,-1.3176988916585146,2.802005464514103,0.0,0.49000000000000005,0.51
234,1,-1.3176988916585146,1.0088654393558056,0.0,0.39,0.61
235,0,-1.3176988916585146,0.9882239018528893,0.0,0.30000000000000004,0.7000000000000001
236,1,-1.3176988916585146,0.08768762320164568,0.0,0.49,0.51
237,1,-1.3176988916585146,-1.2863560820881332,0.0,0.44999999999999996,0.55
238,0,-1.3176988916585146,1.5331063786944692,0.0,0.64,0.36
239,0,-1.3176988916585146,1.0801611860659692,0.0,0.43000000000000005,0.57
240,0,-1.3176988916585146,-0.6747399810685548,0.01,0.5700000000000001,0.42
241,0,-1.3176988916585146,-0.20874016629717598,0.0,0.35,0.65
242,0,-1.3176988916585146,-0.8487692024941362,0.0,0.31,0.6900000000000001
243,1,-1.3176988916585146,-1.5517886191494001,0.0,0.3,0.7
244,0,-1.3176988916585146,-0.3776356862881359,0.0,0.44,0.56
245,0,-1.3176988916585146,-0.11411239181525529,0.0,0.57,0.43000000000000005
246,0,-1.3176988916585146,-0.3173577529777882,0.0,0.41000000000000003,0.5900000000000001
247,0,-1.3176988916585146,-1.1397280487548882,0.0,0.55,0.44999999999999996
248,0,-1.3176988916585146,0.925819277432077,0.0,0.27999999999999997,0.72
249,1,-1.3176988916585146,-1.0208210170961418,0.0,0.32000000000000006,0.68
250,0,-1.3176988916585146,-0.07116948091052333,0.0,0.32,0.68
251,0,-1.3176988916585146,0.44999146230849835,0.01,0.59,0.4
252,0,-1.3176988916585146,0.4498392953158105,0.0,0.5700000000000001,0.43000000000000005
253,0,-1.3176988916585146,-0.6989106960963555,0.01,0.20000000000000004,0.7899999999999999
254,0,-1.3176988916585146,0.30678050383696864,0.0,0.3,0.7
255,1,-1.3176988916585146,0.19034542188742332,0.0,0.31,0.6900000000000001
256,0,-1.3176988916585146,0.4788686447816239,0.01,0.49,0.5
257,0,-1.3176988916585146,-1.8895582584475523,0.0,0.66,0.34
258,1,-1.3176988916585146,0.08106106206245792,0.0,0.7000000000000001,0.30000000000000004
259,0,-1.3176988916585146,0.7685144378541491,0.0,0.49,0.51
260,0,-1.3176988916585146,-0.27224125051972076,0.0,0.35,0.65
261,0,-1.3176988916585146,-0.6795633990913141,0.0,0.52,0.48
262,1,-1.3176988916585146,0.15031035453884267,0.0,0.46,0.54
263,0,-1.3176988916585146,1.0289732735954242,0.0,0.39,0.6100000000000001
264,0,-1.3176988916585146,-0.5073957791571072,0.0,0.68,0.32
265,0,-1.3176988916585146,0.7357329836580297,0.0,0.68,0.32
266,1,-1.3176988916585146,-0.30854043543734927,0.0,0.54,0.45999999999999996
267,0,-1.3176988916585146,1.0997584807773582,0.0,0.56,0.44
268,1,-1.3176988916585146,-0.20116964241794433,0.0,0.27,0.73
269,0,-1.3176988916585146,1.4815885175788417,0.0,0.34,0.66
270,0,-1.3176988916585146,0.531580147004739,0.0,0.27,0.7300000000000001
271,1,-1.3176988916585146,0.14866679455313542,0.0,0.27,0.73
272,0,-1.3176988916585146,0.3830886468660299,0.0,0.87,0.13
273,0,-1.3176988916585146,1.0886049813561791,0.0,0.7,0.30000000000000004
274,0,-1.3176988916585146,-0.9275880171116485,0.0,0.6,0.39999999999999997
275,1,-1.3176988916585146,-0.8241124361831458,0.0,0.52,0.48000000000000004
276,0,-1.3176988916585146,1.0059634680114165,0.0,0.32,0.68
277,1,-1.3176988916585146,-0.960479438804787,0.0,0.56,0.44000000000000006
278,0,-1.3176988916585146,-0.2307267771821164,0.0,0.42,0.5800000000000001
279,0,-1.199045846344287,-0.38447797812137735,0.01,0.45999999999999996,0.53
280,0,-1.3176988916585146,0.3423012528077297,0.0,0.79,0.21000000000000002
281,0,-1.3176988916585146,-0.8189813427690881,0.0,0.8,0.19999999999999998
282,1,-1.3176988916585146,-1.072782832581896,0.0,0.36,0.64
283,1,-1.3176988916585146,-0.2896882451594179,0.0,0.43999999999999995,0.56
284,0,-1.3176988916585146,0.47717140666110147,0.0,0.5900000000000001,0.41000000000000003
285,0,-1.3176988916585146,-0.04172879197683062,0.0,0.16999999999999998,0.83
286,1,-1.3176988916585146,-1.6329369035350016,0.02,0.71,0.27
287,1,-1.3176988916585146,0.6872895736615411,0.0,0.4,0.6000000000000001
288,0,-1.3176988916585146,-1.3115720107493654,0.0,0.21999999999999997,0.78
289,0,-1.3176988916585146,-0.2808727442487607,0.0,0.43000000000000005,0.5700000000000001
290,0,-1.3176988916585146,-1.8205478218267088,0.0,0.71,0.29000000000000004
291,0,-1.3176988916585146,0.6353366112556358,0.0,0.36,0.64
292,1,-1.3176988916585146,1.2959124983930088,0.0,0.21000000000000002,0.79
293,1,-1.199045846344287,1.5565875924506356,0.01,0.11,0.88
294,0,-1.3176988916585146,0.7302891409470075,0.0,0.78,0.22
295,0,-1.3176988916585146,1.7733070851846098,0.01,0.45,0.54
296,1,-1.3176988916585146,-1.4507658672365584,0.0,0.08,0.9199999999999999
297,0,-1.3176988916585146,1.0697601082910138,0.0,0.5,0.5
298,0,-1.3176988916585146,-0.07138830781916415,0.0,0.5,0.5
299,0,-1.3176988916585146,-0.7102411803811842,0.0,0.37,0.63
300,0,-1.3176988916585146,0.31316788531288614,0.0,0.6900000000000001,0.31
301,0,-1.3176988916585146,1.9060969374607462,0.0,0.28,0.72
302,0,-1.3176988916585146,0.49620028019959034,0.0,0.61,0.39
303,1,-1.3176988916585146,0.29642678310445175,0.0,0.48,0.52
304,0,-1.3176988916585146,-0.01567718944817483,0.0,0.48,0.52
305,0,-1.3176988916585146,-0.016605272367319072,0.0,0.36,0.64
306,0,-1.3176988916585146,-0.08253220356958653,0.0,0.53,0.47000000000000003
307,0,-1.3176988916585146,-0.1644346184992829,0.0,0.58,0.42000000000000004
308,0,-1.199045846344287,-0.2807284286079457,0.01,0.64,0.35
309,0,-1.3176988916585146,-1.0291188052308016,0.0,0.45999999999999996,0.54
310,1,-1.3176988916585146,-0.018110280542701387,0.0,0.6799999999999999,0.32
311,1,-1.3176988916585146,0.4126593586111486,0.01,0.25,0.74
312,0,-1.3176988916585146,-0.15461894839953647,0.0,0.5700000000000001,0.43000000000000005
313,0,-1.3176988916585146,0.2586443911771066,0.0,0.41000000000000003,0.59
314,1,-1.3176988916585146,-2.177301621145605,0.0,0.5,0.5
315,1,-1.3176988916585146,1.3142164537027707,0.0,0.45,0.55
316,0,-1.3176988916585146,0.9002420583544287,0.0,0.73,0.27
317,0,-1.3176988916585146,0.186474413580277,0.0,0.53,0.47
318,0,-1.3176988916585146,-0.684968092757563,0.0,0.69,0.31000000000000005
319,0,-1.3176988916585146,0.6941942709395261,0.0,0.67,0.33
320,1,-1.3176988916585146,1.5921749550303752,0.0,0.4,0.6
321,0,-1.3176988916585146,-0.3056814719235258,0.0,0.48000000000000004,0.52
322,1,-1.3176988916585146,-0.6015298014052606,0.0,0.42,0.5800000000000001
323,0,-1.3176988916585146,0.7881092844497734,0.0,0.5700000000000001,0.43000000000000005
324,0,-1.3176988916585146,0.4774039660941512,0.0,0.88,0.12
325,0,-1.3176988916585146,-0.355539234289941,0.0,0.63,0.37
326,0,-1.3176988916585146,1.2789020663490207,0.0,0.74,0.26
327,1,-1.3176988916585146,1.1402707718242318,0.0,0.49000000000000005,0.51
328,0,-1.3176988916585146,-0.9026314704253401,0.01,0.71,0.28
329,0,-1.3176988916585146,0.594648075823808,0.0,0.48000000000000004,0.52
330,0,-1.3176988916585146,1.112554592167174,0.0,0.38,0.62
331,0,-1.3176988916585146,0.7729825882875356,0.01,0.25,0.74
332,0,-1.3176988916585146,-0.7513265067368827,0.0,0.42,0.5800000000000001
333,0,-1.3176988916585146,0.3505328760642767,0.0,0.39,0.6100000000000001
334,0,-1.3176988916585146,-0.25769847952125685,0.0,0.21,0.79
335,0,-1.3176988916585146,-2.707933895172336,0.0,0.5499999999999999,0.45
336,1,-1.199045846344287,-0.2783314396007873,0.01,0.72,0.27
337,1,-1.3176988916585146,-0.11795848659025428,0.0,0.32,0.6799999999999999
338,1,-1.3176988916585146,-0.02575535219174312,0.0,0.39,0.61
339,0,-1.3176988916585146,-0.14757808548971246,0.0,0.6,0.4
340,0,-1.3176988916585146,-2.1714492995303014,0.0,0.39,0.61
341,1,-1.199045846344287,-0.17975378955816296,0.02,0.63,0.35000000000000003
342,0,-1.3176988916585146,-0.7755693601548644,0.01,0.43,0.56
343,1,-1.3176988916585146,1.303405333887965,0.01,0.41000000000000003,0.5800000000000001
344,0,-1.3176988916585146,-0.666295967012993,0.0,0.33999999999999997,0.66
345,0,-1.199045846344287,-0.8381566759334173,0.02,0.6200000000000001,0.36
346,0,-1.3176988916585146,1.2260935611966464,0.0,0.5800000000000001,0.42000000000000004
347,1,-1.3176988916585146,-0.6594844329984237,0.01,0.52,0.47
348,1,-1.3176988916585146,0.6836226847713918,0.0,0.39,0.61
349,1,-1.199045846344287,0.027525622513482048,0.01,0.5599999999999999,0.43000000000000005
350,1,-1.3176988916585146,0.7544758812313759,0.01,0.33,0.6599999999999999
351,1,-1.3176988916585146,0.8337271987041159,0.0,0.56,0.44
352,0,-1.3176988916585146,0.1397212523850225,0.01,0.6599999999999999,0.33
353,0,-1.3176988916585146,1.4399038393556791,0.0,0.48,0.52
354,1,-1.3176988916585146,1.1971491272942105,0.0,0.57,0.43
355,1,-1.199045846344287,-1.9945992095898781,0.01,0.55,0.44
356,1,-1.3176988916585146,0.9315772005772518,0.0,0.5700000000000001,0.43
357,0,-1.3176988916585146,1.3397688937147472,0.01,0.5800000000000001,0.41000000000000003
358,0,-1.3176988916585146,-0.8289654577554736,0.01,0.27,0.72
359,1,-1.3176988916585146,0.4772980964620084,0.0,0.44,0.56
360,0,-1.3176988916585146,-0.5368915417108857,0.0,0.4,0.6
361,0,-1.3176988916585146,-0.35701173653534896,0.0,0.59,0.41000000000000003
362,1,-1.3176988916585146,0.058180256841733835,0.0,0.5700000000000001,0.43000000000000005
