doc_id,y,x1,Z_bar1,Z_bar2,Z_bar3
93,-0.012418722324885908,0.0,0.0,0.56,0.44
94,-0.014637138060074497,0.0,0.0,0.54,0.46
95,-0.1645907830877471,0.0,0.0,0.68,0.32
96,0.03314006625543307,0.0,0.02,0.36,0.62
97,0.10464534391592863,0.0,0.0,0.66,0.34
98,0.2412310509561693,0.0,0.0,0.18,0.82
99,-0.28905052021497996,0.04,0.04,0.54,0.42
100,0.03590708047796838,0.0,0.0,0.1,0.9
101,0.06719459141427296,0.0,0.0,0.02,0.98
102,-0.170794535270902,0.0,0.02,0.46,0.52
103,-0.3948225486373267,0.02,0.02,0.12,0.86
104,0.05113653307424346,0.0,0.0,0.3,0.7
105,0.16509403680048937,0.0,0.0,0.68,0.32
106,0.22839813338915302,0.0,0.0,0.5,0.5
107,-0.129996009163877,0.0,0.02,0.94,0.04
108,-0.22699307465556587,0.0,0.0,0.96,0.04
109,0.04470158379563627,0.0,0.0,0.9,0.1
110,-0.12409759866595285,0.0,0.0,0.08,0.92
111,0.06487026662477943,0.0,0.02,0.64,0.34
112,-0.035594709824179664,0.02,0.02,0.46,0.52
113,0.33501979773694923,0.0,0.0,0.52,0.48
114,0.028766476430072258,0.02,0.02,0.6,0.38
115,-0.10722889738555884,0.0,0.0,0.78,0.22
116,-0.30266869924092543,0.02,0.02,0.16,0.82
117,0.023220559728910167,0.0,0.02,0.76,0.22
118,0.03599048986697132,0.0,0.0,0.58,0.42
119,0.46579297766587174,0.0,0.0,0.88,0.12
120,0.3299656774907416,0.0,0.02,0.12,0.86
121,0.3613954103542683,0.0,0.0,0.62,0.38
122,-0.2890323635090854,0.02,0.02,0.78,0.2
123,0.06886828960594858,0.0,0.02,0.48,0.5
124,0.20270759532979077,0.0,0.0,0.86,0.14
125,-0.1526964566924304,0.0,0.0,0.5,0.5
126,0.19096812276801794,0.0,0.0,0.64,0.36
127,0.13453287529967128,0.0,0.0,0.44,0.56
128,0.29295057072242564,0.02,0.02,0.64,0.34
129,-0.1979201242612454,0.0,0.0,0.16,0.84
130,0.1656063033704764,0.0,0.0,0.22,0.78
131,0.2112025240930858,0.0,0.0,0.48,0.52
132,0.3545453445431018,0.0,0.02,0.28,0.7
133,-0.048619092602814565,0.0,0.0,0.46,0.54
134,-0.08770123104691764,0.0,0.0,0.9,0.1
135,-0.03939077703216492,0.0,0.0,0.42,0.58
136,-0.11227935165088991,0.0,0.0,0.9,0.1
137,-0.38075113834659813,0.0,0.0,0.78,0.22
138,-0.14105268146575833,0.0,0.02,0.06,0.92
139,-0.09705010763606452,0.0,0.02,0.76,0.22
140,-0.1796076453919538,0.02,0.04,0.0,0.96
141,-0.062073631485682956,0.02,0.04,0.86,0.1
142,0.3885697264399846,0.0,0.0,0.94,0.06
143,0.39137195823179954,0.0,0.02,0.08,0.9
144,-0.43724501076244565,0.0,0.0,0.4,0.6
145,-0.28229415674361996,0.0,0.0,0.76,0.24
146,0.1628911015546547,0.0,0.0,0.72,0.28
147,0.17689550213875405,0.0,0.02,0.9,0.08
148,0.4555096063919214,0.0,0.0,0.12,0.88
149,-0.1116297181776364,0.02,0.02,0.34,0.64
150,-0.15875491670857597,0.0,0.0,0.64,0.36
151,-0.3820040837421773,0.0,0.04,0.08,0.88
152,0.12742293470964697,0.0,0.0,0.84,0.16
153,-0.036534740007009237,0.0,0.0,0.18,0.82
154,-0.34519813911774155,0.0,0.0,0.92,0.08
155,-0.06769207271549067,0.02,0.02,0.7,0.28
156,0.32225918670380627,0.0,0.0,0.6,0.4
157,-0.4489033285887831,0.0,0.0,0.84,0.16
158,0.27181723003193425,0.0,0.0,0.72,0.28
159,-0.16169919357701115,0.0,0.0,0.2,0.8
160,-0.05973877692542956,0.0,0.02,0.68,0.3
161,0.09609581297759089,0.0,0.02,0.5,0.48
162,0.5584970572324195,0.0,0.02,0.54,0.44
163,-0.0796843095133516,0.0,0.0,0.68,0.32
164,-0.14540211116832358,0.0,0.0,0.98,0.02
165,-0.5925227621270752,0.02,0.02,0.22,0.76
166,-0.11450524342755772,0.0,0.02,0.46,0.52
167,0.1441318204643373,0.0,0.0,0.34,0.66
168,-0.2762763820666442,0.0,0.02,0.64,0.34
169,-0.17717345717103497,0.0,0.02,0.18,0.8
170,0.002084901111388924,0.0,0.0,0.24,0.76
171,-0.048882534328613905,0.0,0.0,0.28,0.72
172,-0.1879454026023891,0.0,0.02,0.68,0.3
173,-0.4168429049343165,0.0,0.0,0.86,0.14
174,0.02414286077077876,0.0,0.0,0.76,0.24
175,-0.009583354277861075,0.02,0.02,0.24,0.74
176,-0.0028775009027272795,0.0,0.0,0.24,0.76
177,-0.48114448883737276,0.02,0.02,0.1,0.88
178,-0.04698605138024794,0.02,0.02,0.08,0.9
179,0.29271914977165003,0.0,0.0,0.86,0.14
180,0.17901594315105704,0.0,0.0,0.54,0.46
181,0.04682672675251702,0.02,0.04,0.22,0.74
182,-0.05036311414695583,0.0,0.0,0.36,0.64
183,0.2969027368125789,0.02,0.02,0.32,0.66
184,-0.10663621134039998,0.0,0.0,0.5,0.5
185,-0.35768596928499663,0.0,0.02,0.62,0.36
186,-0.11714793359320379,0.0,0.0,0.74,0.26
187,-0.21302320354943058,0.0,0.0,0.18,0.82
188,-0.10238643118688885,0.0,0.0,0.66,0.34
189,0.23362748749353177,0.0,0.02,0.76,0.22
190,0.3055730976035405,0.02,0.02,0.96,0.02
191,0.09590612604578985,0.0,0.0,0.1,0.9
192,-0.12809240355739562,0.0,0.0,0.54,0.46
193,-0.07165367527953516,0.0,0.02,0.08,0.9
194,0.11066598712138535,0.0,0.02,0.94,0.04
195,-0.16908707429160957,0.04,0.06,0.08,0.86
196,-0.4597350731482337,0.0,0.0,0.32,0.68
197,-0.42908195411312755,0.0,0.02,0.46,0.52
198,-0.5387025559355738,0.0,0.02,0.88,0.1
199,-0.014729618089441971,0.0,0.0,0.54,0.46
200,-0.06806323394712104,0.0,0.02,0.8,0.18
201,-0.45488790819130565,0.0,0.0,0.0,1.0
202,-0.052601842701382046,0.0,0.02,0.44,0.54
203,0.08196434292371521,0.0,0.02,0.4,0.58
204,-0.03284878219863169,0.0,0.0,0.72,0.28
205,0.09481380400085232,0.0,0.0,0.42,0.58
206,-0.34476099158045864,0.0,0.0,0.28,0.72
207,-0.02070949436047882,0.0,0.0,0.38,0.62
208,0.3667793306501059,0.0,0.0,0.18,0.82
209,-0.018138332216539432,0.0,0.0,0.8,0.2
210,-0.18775656846264743,0.0,0.02,0.42,0.56
211,0.19741251088213277,0.0,0.0,0.14,0.86
212,0.14423841355171443,0.0,0.0,0.64,0.36
213,0.02236820438224256,0.0,0.0,0.56,0.44
214,0.21069698104865434,0.0,0.0,0.64,0.36
215,0.04125112274352274,0.0,0.0,0.72,0.28
216,-0.15060474563684179,0.02,0.04,0.32,0.64
217,-0.08791282837931703,0.0,0.02,0.08,0.9
218,-0.05060545627144196,0.0,0.0,0.36,0.64
219,0.05720611305427699,0.02,0.02,0.1,0.88
220,0.16052093610430587,0.0,0.0,0.44,0.56
221,-0.22893256266431705,0.0,0.02,0.56,0.42
222,0.10532345606034293,0.0,0.0,0.1,0.9
223,-0.22197202783101372,0.0,0.0,0.72,0.28
224,-0.017266913236374297,0.0,0.02,0.4,0.58
225,0.08219518287062591,0.0,0.02,0.06,0.92
226,0.1339889644821668,0.02,0.02,0.9,0.08
227,-0.26476984540655746,0.0,0.0,0.38,0.62
228,0.07547260765141973,0.0,0.0,0.66,0.34
229,0.2812934626436251,0.0,0.02,0.52,0.46
230,0.026685682537466157,0.0,0.0,0.12,0.88
231,0.04444289844124269,0.0,0.0,0.02,0.98
232,-0.17297227859245137,0.0,0.02,0.32,0.66
233,-0.18469888758204744,0.02,0.02,0.42,0.56
234,-0.13060584146192822,0.0,0.02,0.26,0.72
235,0.08625927465011461,0.0,0.0,0.16,0.84
236,0.18884195060793132,0.0,0.0,0.32,0.68
237,-0.21211735407643326,0.02,0.02,0.98,0.0
238,0.08318423526230256,0.0,0.0,0.12,0.88
239,-0.12684524857381682,0.0,0.02,0.14,0.84
240,0.11308456264667055,0.0,0.04,0.38,0.58
241,0.4308154123066297,0.0,0.0,0.82,0.18
242,-0.07134101163984838,0.02,0.02,0.72,0.26
243,0.05616915383913955,0.0,0.02,0.4,0.58
244,-0.38928967108540774,0.02,0.02,0.64,0.34
245,0.0063006039780455145,0.0,0.02,0.6,0.38
246,0.09876109121307944,0.0,0.0,0.36,0.64
247,0.1295683945011673,0.0,0.0,0.3,0.7
248,0.20260282612838737,0.0,0.0,0.96,0.04
249,-0.2918153507159982,0.0,0.02,0.44,0.54
250,-0.1692686032788943,0.0,0.02,0.04,0.94
251,0.08508476492327743,0.0,0.0,0.1,0.9
252,-0.01709963702416408,0.02,0.04,0.04,0.92
253,0.22938147332820602,0.0,0.0,0.9,0.1
254,0.03605161939289555,0.0,0.0,0.2,0.8
255,0.371131598974745,0.0,0.0,0.44,0.56
256,0.33521353097007683,0.0,0.0,0.88,0.12
257,0.18856481854790563,0.04,0.04,0.74,0.22
258,-0.20005390077675378,0.0,0.0,0.86,0.14
259,-0.02936219374252276,0.0,0.0,0.24,0.76
260,-0.11263845878475301,0.02,0.04,0.26,0.7
261,-0.08357516958878422,0.0,0.0,0.04,0.96
262,-0.06947656744936143,0.0,0.0,0.66,0.34
263,-0.354707581253895,0.0,0.0,0.8,0.2
264,-0.3265749964497244,0.02,0.06,0.36,0.58
265,-0.36321230171406127,0.0,0.02,0.62,0.36
266,0.14781646952038957,0.0,0.06,0.82,0.12
267,0.08452829535772534,0.0,0.02,0.44,0.54
268,-0.1009588432763411,0.0,0.02,0.44,0.54
269,0.016642222142957932,0.0,0.02,0.52,0.46
270,0.13455603895111715,0.0,0.02,0.04,0.94
271,-0.3398066969424646,0.0,0.0,0.72,0.28
272,0.11228894877092668,0.0,0.0,0.82,0.18
273,0.14987834296108146,0.02,0.04,0.7,0.26
274,0.121453672817623,0.0,0.02,0.94,0.04
275,0.1109867518509102,0.02,0.02,0.08,0.9
276,0.0931119330009416,0.02,0.04,0.5,0.46
277,0.24401405401724918,0.0,0.0,0.9,0.1
278,-0.2762339551229486,0.0,0.04,0.36,0.6
279,0.016410823982367047,0.0,0.0,0.2,0.8
280,-0.11578915325593683,0.0,0.0,0.9,0.1
281,0.355786952369889,0.02,0.04,0.86,0.1
282,-0.077430106553497,0.0,0.02,0.26,0.72
283,-0.036251558132991996,0.0,0.02,0.74,0.24
284,-0.29410569535672243,0.0,0.0,0.78,0.22
285,0.1320518292836136,0.0,0.0,0.7,0.3
286,0.35967119844177486,0.0,0.0,0.54,0.46
287,-0.05282868749567912,0.0,0.02,0.06,0.92
288,-0.19979101298718427,0.0,0.0,0.34,0.66
289,-0.03901726943322868,0.0,0.02,0.08,0.9
290,-0.2617549670427836,0.02,0.06,0.2,0.74
291,0.06705339999856881,0.0,0.0,0.86,0.14
292,-0.0021088260884247305,0.02,0.02,0.16,0.82
293,-0.29138046440786247,0.0,0.0,0.2,0.8
294,0.31172877389563575,0.0,0.02,0.3,0.68
295,-0.31972844681493884,0.02,0.02,0.8,0.18
296,-0.015254015117198334,0.0,0.0,0.58,0.42
297,-0.10777082855855366,0.0,0.0,0.82,0.18
298,-0.28432542909712455,0.0,0.02,0.38,0.6
299,-0.09929738786048824,0.0,0.02,0.44,0.54
300,-0.06883227932988793,0.0,0.02,0.56,0.42
301,-0.16194118027408297,0.0,0.0,0.52,0.48
302,0.3039830330386712,0.02,0.02,0.86,0.12
303,0.43591947579520196,0.0,0.0,0.76,0.24
304,0.15058552254750376,0.0,0.0,0.7,0.3
305,-0.017758286639485903,0.02,0.04,0.76,0.2
306,0.26551047208346745,0.0,0.0,0.72,0.28
307,-0.1791467197661403,0.0,0.02,0.4,0.58
308,-0.07616119481968116,0.0,0.0,0.32,0.68
309,-0.3444293116903023,0.0,0.0,0.72,0.28
310,0.20735926995664652,0.02,0.02,0.02,0.96
311,-0.30806012199270366,0.02,0.08,0.62,0.3
312,0.10298958269650353,0.02,0.02,0.44,0.54
313,0.0472967350049581,0.0,0.04,0.42,0.54
314,-0.06539156668242832,0.0,0.02,0.08,0.9
315,0.47991020382031113,0.02,0.02,0.44,0.54
316,0.23926271334825397,0.0,0.02,0.56,0.42
317,-0.19817996051982006,0.0,0.02,0.92,0.06
318,0.23597648722131762,0.0,0.02,0.58,0.4
319,-0.11270792204789522,0.0,0.0,0.44,0.56
320,-0.15273027520552698,0.02,0.06,0.02,0.92
321,-0.24471975836147133,0.0,0.02,0.62,0.36
322,0.228585475901121,0.0,0.0,0.8,0.2
323,0.4231935610505267,0.02,0.02,0.26,0.72
324,-0.39947698502513534,0.02,0.02,0.38,0.6
325,0.2795674257044125,0.0,0.0,0.46,0.54
326,0.011514314648562248,0.0,0.0,1.0,0.0
327,0.07394378472073555,0.0,0.0,0.1,0.9
328,0.15507288597020394,0.0,0.04,0.86,0.1
329,0.10003365382028645,0.0,0.0,0.22,0.78
330,-0.25884511802348553,0.02,0.04,0.58,0.38
331,-0.1736049059195936,0.04,0.04,0.04,0.92
332,-0.14138665287433738,0.0,0.04,0.84,0.12
333,-0.4289430604211569,0.0,0.04,0.32,0.64
334,-0.15564222757120486,0.06,0.06,0.64,0.3
335,-0.1786717210329887,0.0,0.0,0.9,0.1
336,0.27629790982571084,0.0,0.0,0.06,0.94
337,0.09628261029056719,0.0,0.0,0.2,0.8
338,0.16932522414394666,0.0,0.02,0.56,0.42
339,-0.3392036645992397,0.0,0.0,0.26,0.74
340,-0.02766662910956408,0.0,0.0,0.8,0.2
341,-0.22330079725193278,0.0,0.04,0.48,0.48
342,0.0389050755047696,0.04,0.04,0.18,0.78
343,-0.2609804392556416,0.0,0.0,0.72,0.28
344,-0.5950555040606688,0.02,0.02,0.32,0.66
345,0.15419705364633027,0.0,0.02,0.72,0.26
346,-0.25228360931186394,0.0,0.02,0.08,0.9
347,0.21848278870227367,0.0,0.02,0.96,0.02
348,0.19897102839820605,0.0,0.04,0.7,0.26
349,0.07391163619896664,0.0,0.02,0.94,0.04
350,0.03653193695859769,0.0,0.02,0.12,0.86
351,-0.04246776902417838,0.0,0.0,0.0,1.0
352,-0.3426538144642235,0.0,0.0,0.24,0.76
353,-0.2040054406111006,0.0,0.0,0.78,0.22
354,0.03143845380512324,0.0,0.0,0.26,0.74
355,-0.32469526829074885,0.0,0.02,0.36,0.62
356,0.2516296137244772,0.0,0.0,0.56,0.44
357,0.007055891375321793,0.0,0.02,0.68,0.3
358,0.20918336641751853,0.0,0.0,0.94,0.06
359,0.12288336710773097,0.0,0.02,0.04,0.94
360,0.15396444663585973,0.0,0.02,0.3,0.68
361,0.13439121961062261,0.02,0.04,0.16,0.8
362,-0.2810330045744844,0.04,0.04,0.18,0.78
363,-0.1496243326185652,0.04,0.04,0.12,0.84
364,0.03745471406126811,0.0,0.0,0.34,0.66
365,-0.295053721987654,0.0,0.06,0.06,0.88
366,-0.022953924306166492,0.0,0.02,0.38,0.6
367,0.0995806617316487,0.0,0.0,0.8,0.2
368,-0.23598705373525555,0.0,0.02,0.54,0.44
369,-0.4935377528112923,0.0,0.02,0.96,0.02
370,-0.4002385966466396,0.0,0.02,0.9,0.08
371,0.2589880910209399,0.0,0.0,0.14,0.86
372,0.31119180467727303,0.02,0.02,0.6,0.38
373,-0.024046369593559186,0.02,0.06,0.44,0.5
374,-0.17279737601336012,0.0,0.0,0.98,0.02
375,-0.2582242985815077,0.0,0.0,0.42,0.58
376,-0.059475284741689234,0.0,0.0,0.24,0.76
377,-0.038451379572604145,0.0,0.0,0.72,0.28
378,-0.13158329938450153,0.0,0.0,0.84,0.16
379,-0.05439087174040154,0.02,0.02,0.68,0.3
380,-0.2502984267364663,0.0,0.0,0.36,0.64
381,0.07949484686891548,0.04,0.04,0.02,0.94
382,0.15983723986745432,0.0,0.04,0.86,0.1
383,-0.09392402743416195,0.0,0.0,0.06,0.94
384,-0.09347392442464093,0.02,0.04,0.64,0.32
385,-0.2365893961029498,0.02,0.02,0.92,0.06
386,-0.2943085775988786,0.0,0.0,0.48,0.52
387,0.06894222336964886,0.0,0.04,0.56,0.4
388,-0.0926226363022598,0.0,0.02,0.9,0.08
389,0.34786236646943286,0.02,0.04,0.04,0.92
390,-0.20065725397876888,0.0,0.0,0.7,0.3
391,0.4328560100243958,0.0,0.0,1.0,0.0
392,0.04006111663784857,0.0,0.02,0.7,0.28
393,0.16735206812855105,0.04,0.04,0.36,0.6
394,0.031552601634793176,0.0,0.06,0.08,0.86
395,-0.3165649768222209,0.0,0.0,0.72,0.28
396,-0.18165879740826968,0.0,0.02,0.56,0.42
397,0.19791045194985626,0.0,0.0,0.68,0.32
398,0.0031671920661932207,0.0,0.0,0.72,0.28
399,0.13648999098636377,0.02,0.02,0.06,0.92
400,-0.17811092950078525,0.0,0.0,0.5,0.5
401,0.05662369360696078,0.0,0.0,0.72,0.28
402,-0.225878220660531,0.0,0.0,0.12,0.88
403,-0.5164365421733844,0.0,0.02,0.32,0.66
404,-0.28856519465883695,0.0,0.02,0.08,0.9
405,0.08215959390815472,0.0,0.02,0.34,0.64
406,0.07759320098194473,0.0,0.0,0.24,0.76
407,-0.19248216350683478,0.02,0.04,0.9,0.06
408,-0.12019901471538187,0.0,0.0,0.3,0.7
409,-0.08237271828223737,0.0,0.06,0.12,0.82
410,-0.09359206986001563,0.0,0.0,0.24,0.76
411,-0.03377095088892533,0.0,0.04,0.54,0.42
412,0.19799492973248295,0.0,0.0,0.96,0.04
413,-0.10350970261549736,0.0,0.04,0.0,0.96
414,-0.4457562915870697,0.0,0.04,0.48,0.48
415,0.15052099886653386,0.02,0.06,0.66,0.28
416,-0.3527040349344351,0.0,0.0,0.48,0.52
417,0.12588536363866867,0.0,0.0,1.0,0.0
418,-0.09714415219296957,0.0,0.02,0.48,0.5
419,0.04714428997943203,0.02,0.06,0.32,0.62
420,-0.11957418104085868,0.02,0.04,0.74,0.22
421,0.10278295253195441,0.0,0.02,0.26,0.72
422,-0.15361048970801303,0.0,0.0,0.4,0.6
423,-0.20491848433818818,0.02,0.02,0.14,0.84
424,0.1418121659163317,0.0,0.0,0.02,0.98
425,-0.09780384745385277,0.0,0.0,0.4,0.6
426,-0.09947436314317318,0.0,0.0,0.12,0.88
427,-0.10743756563139187,0.0,0.02,0.66,0.32
428,-0.25908090697583513,0.0,0.02,0.42,0.56
429,0.10420836469728034,0.0,0.02,0.02,0.96
430,0.02551159099865573,0.0,0.02,0.4,0.58
431,-0.2368728276144456,0.0,0.0,0.32,0.68
432,0.030658092233640178,0.0,0.02,0.5,0.48
433,-0.4210939448955339,0.0,0.02,0.96,0.02
434,-0.10077815596721501,0.02,0.04,0.58,0.38
435,0.028118896438048834,0.02,0.04,0.46,0.5
436,0.1846030550755965,0.0,0.02,0.52,0.46
437,-0.07234164686840805,0.0,0.04,0.82,0.14
438,0.10754124159068189,0.0,0.02,0.68,0.3
439,-0.1520612537077555,0.02,0.02,0.32,0.66
440,0.1557873234591265,0.0,0.0,0.8,0.2
441,-0.2347185402381693,0.02,0.04,0.3,0.66
442,0.2892129655198553,0.0,0.0,0.3,0.7
443,0.24382915595804786,0.0,0.02,0.86,0.12
444,0.2638487276834777,0.02,0.04,0.88,0.08
445,0.39516212322429084,0.02,0.02,0.28,0.7
446,-0.28342296404402584,0.02,0.02,0.46,0.52
447,0.27447981959286494,0.02,0.04,0.06,0.9
448,0.22601205037453295,0.0,0.04,0.8,0.16
449,-0.15603456599835186,0.02,0.04,0.7,0.26
450,-0.5745296382067606,0.0,0.0,0.34,0.66
451,-0.49920126399824627,0.02,0.04,0.1,0.86
452,-0.021249266496199397,0.0,0.0,0.84,0.16
453,-0.20608925943888173,0.0,0.02,0.22,0.76
454,-0.0468875313223651,0.0,0.0,0.08,0.92
455,-0.3673172372554077,0.04,0.1,0.86,0.04
456,-0.33055691235074613,0.0,0.0,0.82,0.18
457,-0.01923434672239749,0.0,0.0,0.82,0.18
458,0.09369482740199063,0.02,0.04,0.16,0.8
459,0.17596720933816215,0.0,0.02,0.26,0.72
460,-0.06115139402756713,0.0,0.02,0.26,0.72
461,0.23634202337007662,0.0,0.02,0.72,0.26
462,0.3509815077957675,0.0,0.0,0.72,0.28
463,-0.12729291758804423,0.02,0.02,0.16,0.82
464,-0.10639828961267316,0.0,0.02,0.56,0.42
465,-0.0666655189929974,0.0,0.02,0.16,0.82
466,-0.015054390781765351,0.0,0.02,0.3,0.68
467,-0.10970345207437095,0.02,0.02,0.54,0.44
468,-0.10095522358264299,0.0,0.06,0.1,0.84
469,0.507004389649143,0.0,0.02,0.68,0.3
470,0.2066183120917277,0.0,0.0,0.74,0.26
471,0.0566309482067474,0.02,0.06,0.8,0.14
472,-0.1631593017275461,0.02,0.06,0.94,0.0
473,-0.3085741696488368,0.02,0.04,0.3,0.66
474,-0.11571401675187716,0.0,0.02,0.04,0.94
475,0.04082314738012351,0.04,0.08,0.02,0.9
476,-0.05807880243961956,0.02,0.04,0.88,0.08
477,-0.08957007770146495,0.02,0.04,0.64,0.32
478,-0.3643477806358259,0.0,0.04,0.34,0.62
479,-0.1691700367150433,0.04,0.08,0.92,0.0
480,-0.2461486278662948,0.0,0.0,0.3,0.7
481,0.21699048160395887,0.0,0.02,0.92,0.06
482,0.04054329000279307,0.0,0.02,0.14,0.84
483,-0.14913211611617586,0.02,0.02,0.7,0.28
484,-0.25154915996390165,0.0,0.02,0.7,0.28
485,0.012418354840730844,0.02,0.02,0.14,0.84
486,-0.01964155543093695,0.0,0.06,0.34,0.6
487,-0.07888937232865595,0.0,0.0,0.94,0.06
488,0.3057641120102384,0.04,0.08,0.18,0.74
489,0.06406762050915457,0.04,0.04,0.44,0.52
490,0.38058294239846335,0.0,0.0,0.18,0.82
491,-0.13465281446642294,0.0,0.0,0.2,0.8
492,0.20101589746438905,0.0,0.04,0.38,0.58
493,-0.10413761201430839,0.0,0.08,0.92,0.0
494,-0.2640175433322349,0.02,0.04,0.28,0.68
495,0.08201898339658671,0.02,0.02,0.32,0.66
496,0.200229983968571,0.04,0.04,0.7,0.26
497,-0.07364519160963627,0.0,0.0,0.28,0.72
498,0.08077671043753254,0.0,0.0,0.04,0.96
499,-0.4639896211515001,0.04,0.06,0.56,0.38
500,0.052423649660634467,0.02,0.02,0.18,0.8
501,-0.24887995752624764,0.0,0.04,0.7,0.26
502,-0.42669951713849746,0.0,0.0,0.1,0.9
503,-0.04910398191359462,0.02,0.04,0.62,0.34
504,-0.03214153061383334,0.02,0.02,0.2,0.78
505,0.05798995131144714,0.0,0.0,0.18,0.82
506,0.24827215347875134,0.0,0.0,0.42,0.58
