NoText_reg,BTR_noCVEM_K5,BTR_noCVEM_K10,BTR_noCVEM_K20,BTR_noCVEM_K30,BTR_noCVEM_K50
-0.26585802444904433,-0.3486866403500563,-0.7762008080518055,-0.8110500670844867,-0.8027645179712546,-0.7979154166659013
-0.26585802444904433,-0.3485946221654234,-0.7761657616267928,-0.8110495266396067,-0.8027635241259717,-0.7978623685351762
-0.26585802444904433,-0.34840398213489854,-0.7761367242648815,-0.8110455489209097,-0.8027609547162047,-0.7978499545643887
-0.26585802444904433,-0.34803835765664604,-0.7761364137394362,-0.8110400853569831,-0.8027573996941494,-0.7978102583027575
-0.26585802444904433,-0.34794646688120084,-0.7761114850773819,-0.8110361861396252,-0.8027485659178986,-0.7977777856750299
-0.26585802444904433,-0.3474644231018601,-0.776100678246734,-0.8110353132848693,-0.8027466196135187,-0.7977767533080409
-0.26585802444904433,-0.3473570937100732,-0.7760421238792435,-0.8110347092667084,-0.8027321014519805,-0.7977526892682956
-0.26585802444904433,-0.34729621748422934,-0.7760284658302471,-0.8110292398878625,-0.8027049444487581,-0.7977372468514093
-0.26585802444904433,-0.347283489451784,-0.7759873935689618,-0.8110116456486219,-0.8026968404444446,-0.797734697668395
-0.26585802444904433,-0.34727055502661386,-0.7759766250667548,-0.8110114335960797,-0.802676214513439,-0.7977296022401009
-0.26585802444904433,-0.3472562000919339,-0.7759535498772544,-0.8109965058017626,-0.8026741520986582,-0.7977206336368043
-0.26585802444904433,-0.3471642032530354,-0.775940557116606,-0.8109932714751904,-0.8026662632437574,-0.797715452239379
-0.26585802444904433,-0.3471070470433849,-0.7759134901811827,-0.8109902178262414,-0.8026471574465137,-0.7977099753503928
-0.2650968280238166,-0.347097934219831,-0.77591346693858,-0.810984141575687,-0.8026465754598328,-0.7976884918652275
-0.2650968280238166,-0.3470847652384712,-0.7759036112130905,-0.8109838016913903,-0.8026421103357595,-0.797683439834538
-0.2650968280238166,-0.34691402379371616,-0.7758929176665255,-0.8109745163604184,-0.8026400930369503,-0.7976795067456559
-0.2650968280238166,-0.3468102126272221,-0.7758416657734405,-0.8109709822992378,-0.8026391293644256,-0.7976676212827337
-0.2650968280238166,-0.34679027278119,-0.7758368384370816,-0.8109632784015885,-0.8026306680132462,-0.7976630626613207
-0.2650968280238166,-0.34676160640937176,-0.7756996950391587,-0.8109617474437653,-0.8026222427001828,-0.7976596154891896
-0.2650968280238166,-0.34674312836249055,-0.7756790747283719,-0.810947552620079,-0.8026198947619743,-0.7976297578060259
-0.2650968280238166,-0.34668110300265603,-0.7756733591904457,-0.8109455375458557,-0.802608883029911,-0.7976173334494576
-0.2650968280238166,-0.3466375039193853,-0.7756119769422799,-0.8109378894329148,-0.802596178586378,-0.7975949944061305
-0.2650968280238166,-0.3466357705157443,-0.775605198691581,-0.8109319627837179,-0.8025800110918465,-0.7975851794169263
-0.2650968280238166,-0.3464799302990341,-0.7755763911119229,-0.8109304270027509,-0.8025448976106345,-0.7975842074511579
-0.2650968280238166,-0.3464452528901131,-0.7755668724987401,-0.8109291936056329,-0.8025436460807792,-0.7975814958841533
-0.2650968280238166,-0.34643337735679247,-0.7755517884596858,-0.8109267775110482,-0.8025410469633173,-0.7975740894246199
-0.2650968280238166,-0.3463944173498214,-0.7755120395844793,-0.8109266264749225,-0.8025314073691998,-0.7975676553782876
-0.2650968280238166,-0.34625113807141306,-0.7754991066086923,-0.8109258922702209,-0.8025257770737632,-0.7975584977171079
-0.2650968280238166,-0.346245671743465,-0.7754098873497715,-0.8109208391345919,-0.8025251337937473,-0.7975582696141638
-0.2650968280238166,-0.3462451064286089,-0.7754040806354667,-0.8109133091434048,-0.8025202031041123,-0.7975574235557026
-0.2650968280238166,-0.3461962450329335,-0.7753832038096411,-0.8109131416319705,-0.8025175715128727,-0.7975475921211107
-0.2650968280238166,-0.3461537787085908,-0.7753716553984734,-0.8109122451319815,-0.8025133912539877,-0.79754500315881
-0.2650968280238166,-0.34602397635987914,-0.775336407979988,-0.8109053024701056,-0.8025107610608319,-0.7975423512246063
-0.26502299192587336,-0.34598784341265276,-0.7753308748638365,-0.8108982782184123,-0.8025040019567269,-0.7975341787737241
-0.26502299192587336,-0.34589127533495684,-0.7753269240630363,-0.8108960177852915,-0.8025023978422758,-0.7975261376223881
-0.26502299192587336,-0.34588184313473824,-0.7753169758935142,-0.8108917813706997,-0.80249971269982,-0.7975174837515254
-0.26502299192587336,-0.34583478917525945,-0.7753131272278062,-0.8108793248884679,-0.8024988002107598,-0.7975094344995137
-0.26502299192587336,-0.34571775744319233,-0.7753103402517095,-0.8108761409859522,-0.8024932251646346,-0.7974999244675051
-0.26502299192587336,-0.3456833825947398,-0.7752694622520848,-0.8108677237421091,-0.802490018335408,-0.797489286669278
-0.26502299192587336,-0.3456748066468249,-0.7752652423674141,-0.810866432152933,-0.8024868537146569,-0.7974856230653863
-0.26502299192587336,-0.3456640066094842,-0.7752487255180287,-0.8108659464286868,-0.80248432907193,-0.7974779740006801
-0.26502299192587336,-0.3456563603449816,-0.7752377305270414,-0.8108659421771045,-0.8024837918595783,-0.797471334323362
-0.26502299192587336,-0.34559493545557496,-0.7751515171598293,-0.8108659018060503,-0.8024743726504231,-0.7974625381014608
-0.26502299192587336,-0.34551736924038995,-0.7751347472665295,-0.8108577132698919,-0.8024650166838468,-0.7974625175335158
-0.26502299192587336,-0.34551295804251736,-0.7751148207425789,-0.8108528406396766,-0.8024642538582241,-0.7974589687907431
-0.26502299192587336,-0.3454858486125155,-0.7751130964725698,-0.8108502854643764,-0.8024638739699962,-0.7974557931066009
-0.26502299192587336,-0.345456496023442,-0.7751038308563665,-0.810844128690939,-0.8024581631320569,-0.7974444080975559
-0.26502299192587336,-0.34544954846352954,-0.7750991595402572,-0.8108336550942431,-0.8024492854738755,-0.7974334057837987
-0.26502299192587336,-0.3453944492937305,-0.7750915753441001,-0.8108314263362407,-0.802449134214156,-0.7974274381627752
-0.26502299192587336,-0.34537898799253,-0.7750508067580798,-0.8108306243273535,-0.8024489197879784,-0.7974265132005779
-0.26502299192587336,-0.34535398376435406,-0.7750476164267059,-0.8108247066316575,-0.8024488642419668,-0.79742633566489
-0.26502299192587336,-0.3453090618177345,-0.775037968995023,-0.8108224409151364,-0.8024443742229441,-0.7974098574467675
-0.26502299192587336,-0.34530439022128073,-0.7750225195927569,-0.810822378929088,-0.8024443287467954,-0.7974077917070156
-0.26498809340141755,-0.34526428888762745,-0.7750183607173098,-0.8108164415117554,-0.8024364700020015,-0.7974017976942412
-0.26498809340141755,-0.3451723177207355,-0.775009034035485,-0.8108118131077606,-0.8024320580436756,-0.7973961303285746
-0.26498809340141755,-0.3451300911244192,-0.775002315932427,-0.8108109490009773,-0.8024250416986839,-0.7973959612053532
-0.26498809340141755,-0.34503925606965596,-0.7749457324946218,-0.8108090392006106,-0.8024247677065283,-0.7973917502201593
-0.26498809340141755,-0.34503745341202624,-0.7748821174536592,-0.8108087646781391,-0.8024233364353851,-0.7973904320006938
-0.26498809340141755,-0.3450133199313573,-0.774878910585124,-0.8108081485288297,-0.8024184909619871,-0.7973870008989776
-0.26498809340141755,-0.3450064632379608,-0.7748708910267241,-0.8108026320045024,-0.8024046637665735,-0.7973821398025438
-0.26498809340141755,-0.3448774872438073,-0.7748578708393267,-0.8108002894271529,-0.8024044534844401,-0.7973816475261009
-0.26498809340141755,-0.3448016417388432,-0.7748575438184192,-0.8107988789488555,-0.8024039817083407,-0.7973789458212847
-0.26498809340141755,-0.34477806006858247,-0.7748464070021376,-0.8107986340193671,-0.8024023367687008,-0.7973747560971209
-0.26498809340141755,-0.3447437529172835,-0.7748395338286581,-0.8107960711079283,-0.8023915162061065,-0.7973451265919028
-0.26498809340141755,-0.3446774987913286,-0.7748196250484641,-0.8107952297838061,-0.8023877090093412,-0.7973398664472519
-0.26498809340141755,-0.3446736684345809,-0.774810789420549,-0.8107838712817526,-0.8023781031500775,-0.7973359765790955
-0.26498809340141755,-0.3445973379277416,-0.7747720049627977,-0.810783069732464,-0.8023753133021843,-0.7973323990165992
-0.26498809340141755,-0.34458518063960497,-0.7747701600632824,-0.8107805245248975,-0.8023734079154973,-0.7973294374503641
-0.26498809340141755,-0.34442109549435956,-0.7747662611567079,-0.8107720148718869,-0.8023664361456478,-0.7973246200696973
-0.26498809340141755,-0.344421051763594,-0.7747656372140902,-0.8107546449461849,-0.8023660658905031,-0.7973080750094694
-0.26498809340141755,-0.34436936719868444,-0.7747581170949522,-0.8107541396172847,-0.8023608168719282,-0.7973072391962643
-0.26498809340141755,-0.3443567795550209,-0.7747567724736174,-0.8107488700070262,-0.8023580746690734,-0.7973033421072955
-0.26498809340141755,-0.34433821150185484,-0.7747317450048077,-0.8107484453992686,-0.8023579008756602,-0.7973017892222913
-0.264687832270422,-0.34428389703318824,-0.7747231985348277,-0.810747490957993,-0.8023533455651946,-0.7972940664736219
-0.264687832270422,-0.34425119570444607,-0.7746798177954344,-0.810747463686157,-0.8023525021249402,-0.7972761123201727
-0.264687832270422,-0.34420171698856084,-0.7746699311992166,-0.8107434108855557,-0.8023324482080558,-0.7972566981574356
-0.264687832270422,-0.3441357244033641,-0.7746376567593786,-0.8107430611632848,-0.8023307506475147,-0.7972548845884552
-0.264687832270422,-0.3440768280551081,-0.7746118989683182,-0.8107405986174208,-0.8023229816358292,-0.7972520256390802
-0.264687832270422,-0.3440430309464984,-0.7745854942082454,-0.8107329074812328,-0.8023100264696981,-0.7972459293063087
-0.264687832270422,-0.34402933394277824,-0.7745839219947738,-0.8107313579496618,-0.8023096019448797,-0.7972458368358634
-0.264687832270422,-0.34399622713735034,-0.7745591585691347,-0.8107286926692502,-0.8023093420474913,-0.7972336185455438
-0.264687832270422,-0.34391753088158605,-0.7745562629433116,-0.810728051606854,-0.8023021439597582,-0.7972301033023138
-0.264687832270422,-0.34388293469699976,-0.7745559822128731,-0.8107278864888223,-0.8022940643513975,-0.7972300076632738
-0.264687832270422,-0.343815987181281,-0.7745215221942888,-0.8107271917047509,-0.802292850281163,-0.7972254993100178
-0.264687832270422,-0.3438111295153296,-0.7745069058237304,-0.810726892166799,-0.8022871483625384,-0.7972229104317728
-0.264687832270422,-0.34379674494797996,-0.7745031696440664,-0.8107250645379722,-0.8022836368817537,-0.7972185813648128
-0.264687832270422,-0.3437707934017253,-0.7744905949357961,-0.8107207564472924,-0.8022778259343336,-0.7972115417399034
-0.264687832270422,-0.3437136430902268,-0.7744793376043323,-0.8107206509926189,-0.8022721545633459,-0.7972077958177943
-0.264687832270422,-0.3436240938694085,-0.7744624973979073,-0.8107161364608113,-0.802269611984556,-0.7972075409617887
-0.264687832270422,-0.34359046781227154,-0.7744605328480212,-0.8107155849479395,-0.8022663220112016,-0.7972046692984207
-0.264687832270422,-0.3435801981284491,-0.7744515576641068,-0.8107152340885455,-0.8022625501120431,-0.7971999073712
-0.264687832270422,-0.34357972827169453,-0.7744409663941734,-0.8107122882391012,-0.8022568679697417,-0.797199195806975
-0.264687832270422,-0.3435150843135667,-0.7744201367659699,-0.8107112545155651,-0.8022563220942726,-0.7971984880247893
-0.2644217819774003,-0.3435066519156662,-0.7744105542032292,-0.8107105030549184,-0.8022540726379082,-0.7971982865520804
-0.2644217819774003,-0.34349826894353863,-0.774381225716275,-0.8107072503744543,-0.8022537140589071,-0.7971944623650127
-0.2644217819774003,-0.34347401696457996,-0.7743520123316627,-0.8107066715303671,-0.8022506597283517,-0.7971940464279147
-0.2644217819774003,-0.3434511538200385,-0.7743357534119978,-0.8107048079898573,-0.8022505290365035,-0.797185049500113
-0.2644217819774003,-0.3434412104750895,-0.7743320461504748,-0.8107044139547331,-0.8022467289900186,-0.7971757942930262
-0.2644217819774003,-0.34342872033684346,-0.7743113831672505,-0.8107033263966618,-0.8022443088500828,-0.7971680550633469
-0.2644217819774003,-0.34339881909599174,-0.7743097716424275,-0.8107000320170048,-0.8022390409274736,-0.7971667453601644
-0.2644217819774003,-0.3433562269946704,-0.7742910322387208,-0.8106993923104082,-0.8022370910921257,-0.7971656420951593
-0.2644217819774003,-0.3433490603599247,-0.7742816711864609,-0.8106987051333796,-0.8022341577129519,-0.797160295347181
-0.2644217819774003,-0.34333979034677503,-0.7742725686201107,-0.8106979999944395,-0.8022323389135232,-0.7971545266938632
-0.2644217819774003,-0.34332788496395733,-0.7742558552045398,-0.8106933233645742,-0.8022260779901281,-0.7971544873710552
-0.2644217819774003,-0.3433209593222765,-0.7742555268265878,-0.8106924768072193,-0.8022258130808232,-0.7971525352861181
-0.2644217819774003,-0.3432803360676164,-0.77424779423781,-0.8106905517151064,-0.802224978608566,-0.797147650980109
-0.2644217819774003,-0.34327268267173133,-0.7742469888991765,-0.8106883728751605,-0.8022201883966226,-0.7971417563920251
-0.2644217819774003,-0.3432636820598971,-0.7742459632622768,-0.8106791432817889,-0.8022164653644439,-0.7971407295998548
-0.2644217819774003,-0.34324787300951115,-0.7742445945200158,-0.8106783539025924,-0.8022127164704235,-0.7971397968845982
-0.2644217819774003,-0.34321797272206395,-0.7742334661101032,-0.8106779947318661,-0.8022098470395055,-0.7971388225656719
-0.2644217819774003,-0.34315885432358073,-0.7742295235140229,-0.8106749930114032,-0.8022081764290812,-0.7971328107900079
-0.2644217819774003,-0.343135911429552,-0.7742133800908401,-0.8106727186405427,-0.8022045819422465,-0.7971326531519572
-0.2644217819774003,-0.34311188900993506,-0.774212855207324,-0.8106632599676968,-0.8022026141387789,-0.7971208611745898
-0.2643891343980517,-0.34309825942019995,-0.7742094009503558,-0.8106631906234459,-0.8022008884004459,-0.7971101446510874
-0.2643891343980517,-0.3429939784169184,-0.7742087428499684,-0.8106621291585583,-0.8022007675952736,-0.7971093624114387
-0.2643891343980517,-0.34295919667056113,-0.7742049338477215,-0.8106616803768496,-0.8021959118486709,-0.797108963140468
-0.2643891343980517,-0.34289273231836725,-0.7741953837685923,-0.8106607081555066,-0.8021951029487502,-0.7971032187521326
-0.2643891343980517,-0.34278503906762536,-0.7741872210912398,-0.8106599229648151,-0.8021946126547391,-0.7970999694908596
-0.2643891343980517,-0.3427549592470391,-0.774173351153694,-0.8106530599978911,-0.8021933533303556,-0.7970974596701547
-0.2643891343980517,-0.34268975157625836,-0.774164393188584,-0.8106504967059301,-0.8021894692508967,-0.797093052796765
-0.2643891343980517,-0.3426841383272887,-0.7741587023318579,-0.8106463612637369,-0.8021874856006961,-0.7970921820430648
-0.2643891343980517,-0.342668801121661,-0.7741487037068944,-0.8106453630916872,-0.8021796939497343,-0.7970859649976946
-0.2643891343980517,-0.342572653971898,-0.7741430295086631,-0.8106450956705482,-0.8021791914523514,-0.7970857002940597
-0.2643891343980517,-0.34252351437094797,-0.7741351052364099,-0.8106433244693964,-0.8021790441628409,-0.7970812444997661
-0.2643891343980517,-0.34247500424954114,-0.7741142485420438,-0.8106415182586518,-0.8021775320547454,-0.7970790050094133
-0.2643891343980517,-0.3424748047395312,-0.7741103034488274,-0.8106298757338491,-0.8021759072802085,-0.7970788256510947
-0.2643891343980517,-0.342467264474486,-0.7741098238897836,-0.8106284974120951,-0.802169844997018,-0.7970764511129519
-0.2643891343980517,-0.34245195188255556,-0.774083781745613,-0.8106260500614338,-0.8021653962390948,-0.797075849171297
-0.2643891343980517,-0.34244472137627113,-0.7740836622367667,-0.8106240369042663,-0.8021652510243227,-0.797065683010996
-0.2643891343980517,-0.3424377767103615,-0.7740818817336572,-0.8106210168940754,-0.8021584110951736,-0.7970647972239956
-0.2643891343980517,-0.3423308883688445,-0.774079191553879,-0.81062010508059,-0.8021561034742507,-0.797061242561613
-0.2643891343980517,-0.3423238093520002,-0.7740692888061602,-0.8106159534230032,-0.8021522196499682,-0.7970576598247265
-0.2643891343980517,-0.34231789978506383,-0.7740690341174321,-0.8106108664660544,-0.8021496508455322,-0.7970556566917554
-0.26436403109873297,-0.3422195882264948,-0.7740685533631235,-0.8106102057289651,-0.8021475367073782,-0.7970550846537502
-0.26436403109873297,-0.34216930133679185,-0.7740409384467866,-0.8106093159938016,-0.8021461076288532,-0.7970540549651068
-0.26436403109873297,-0.3421595749863078,-0.7740327451080977,-0.810609227971478,-0.8021453407294374,-0.7970392717016339
-0.26436403109873297,-0.34210743364061724,-0.7740303906759124,-0.8106072922830658,-0.8021442049661753,-0.7970389833950526
-0.26436403109873297,-0.34209910348732,-0.774024904812512,-0.8106063145287553,-0.8021435004478995,-0.7970308854258058
-0.26436403109873297,-0.34209632162434167,-0.774019458849544,-0.8106058980130705,-0.8021374102861786,-0.7970255103835159
-0.26436403109873297,-0.3420334698506436,-0.7740072216725732,-0.8106047469845302,-0.8021361952746967,-0.7970248357893247
-0.26436403109873297,-0.3420283756893447,-0.7740056836943212,-0.8106006995897483,-0.8021323662336586,-0.7970121485826337
-0.26436403109873297,-0.3420120765940037,-0.7740052958667691,-0.8105988765190166,-0.8021307262532299,-0.797009003155129
-0.26436403109873297,-0.3420086007611745,-0.7740042571305169,-0.8105969411263816,-0.802128636371939,-0.79700859921802
-0.26436403109873297,-0.34200741353885933,-0.7739992542365889,-0.8105950681575174,-0.8021271218269895,-0.7970065562429317
-0.26436403109873297,-0.3419932665539761,-0.7739858996620669,-0.810585510637847,-0.8021240081506155,-0.7970038957501708
-0.26436403109873297,-0.34190120012460595,-0.7739826874963658,-0.8105802626576294,-0.8021210795098815,-0.7969960132556364
-0.26436403109873297,-0.34183471555246986,-0.773975923266068,-0.8105775529647321,-0.8021206783501653,-0.796992950823583
-0.26436403109873297,-0.3418265145102628,-0.7739658207878614,-0.810577378282732,-0.8021206220614373,-0.7969928863454001
-0.26436403109873297,-0.34181467373220986,-0.7739635448132093,-0.8105766924304425,-0.8021193868653421,-0.7969902035934627
-0.26436403109873297,-0.341786851253796,-0.7739465454834998,-0.8105766477747405,-0.8021145146899714,-0.7969870924828217
-0.26436403109873297,-0.3417539653352133,-0.7739356723931862,-0.810572555051561,-0.8021129862959222,-0.7969842893236202
-0.26436403109873297,-0.34171482491312005,-0.7739334189254519,-0.8105708186412919,-0.8021095865241017,-0.7969818690882279
-0.26436403109873297,-0.34169876540910976,-0.7739280843371132,-0.8105697892696694,-0.8021089838092315,-0.7969807966077657
-0.26427695734240203,-0.341676488366095,-0.7739176244312029,-0.8105684069130908,-0.802107227631233,-0.7969806867132867
-0.26427695734240203,-0.34166445739555956,-0.7739154508325319,-0.8105660108106729,-0.8021065688319374,-0.7969783023869734
-0.26427695734240203,-0.3416107803711521,-0.7739143656782718,-0.8105645276357322,-0.8021058637096979,-0.7969730782804177
-0.26427695734240203,-0.34160622739674995,-0.7739136014111891,-0.8105643725729988,-0.8021057837552372,-0.7969718958796832
-0.26427695734240203,-0.34155409969871264,-0.7739075314234181,-0.8105578109803199,-0.8021057599886003,-0.7969706748371304
-0.26427695734240203,-0.3415517721316176,-0.7739049244414702,-0.8105571625295687,-0.8021051692549597,-0.7969678605761676
-0.26427695734240203,-0.3415506364187528,-0.7738856644517503,-0.8105562282792788,-0.8020993886383162,-0.7969663777597864
-0.26427695734240203,-0.3415446063607483,-0.7738720401974304,-0.8105555893612321,-0.802096012838717,-0.7969641656544953
-0.26427695734240203,-0.34152533492491255,-0.7738689354096764,-0.8105520769882623,-0.8020954453189312,-0.7969619770383206
-0.26427695734240203,-0.34150320347720964,-0.7738651093838226,-0.810551954684062,-0.8020946932966075,-0.7969562876182683
-0.26427695734240203,-0.3414732654870935,-0.7738494792669066,-0.8105511191737775,-0.8020946896556144,-0.7969549478526627
-0.26427695734240203,-0.3413783658859126,-0.7738473239700034,-0.8105502830349122,-0.8020918129994821,-0.796952027209032
-0.26427695734240203,-0.34136979633029707,-0.7738466396740395,-0.8105482325564811,-0.8020876612767817,-0.79695042471819
-0.26427695734240203,-0.3413592168714395,-0.7738429381324902,-0.8105471715986166,-0.8020822609958873,-0.7969492513905296
-0.26427695734240203,-0.3413563829157159,-0.7738384532920801,-0.8105457505784057,-0.802080571117816,-0.796948829062958
-0.26427695734240203,-0.34135073140005195,-0.7738326173781446,-0.8105456565052754,-0.8020798367105672,-0.7969486897698015
-0.26427695734240203,-0.34134867826316206,-0.7738282460221185,-0.8105444306020595,-0.8020788938507191,-0.7969475668220984
-0.26427695734240203,-0.34134499677745384,-0.7738152928177414,-0.8105422290895183,-0.802074458530566,-0.7969469490365431
-0.26427695734240203,-0.3412512153510071,-0.7738037746248155,-0.8105408276422043,-0.8020735667834796,-0.7969466666849155
-0.26427695734240203,-0.34124374164789745,-0.7737997007474482,-0.8105389825184903,-0.8020679725198858,-0.7969456844715196
-0.26420586856762907,-0.3412363344612341,-0.7737992282363105,-0.8105374739701225,-0.8020638639433011,-0.7969416795272404
-0.26420586856762907,-0.3412306749829443,-0.773798625348826,-0.8105360806155945,-0.802063665948884,-0.7969412672052905
-0.26420586856762907,-0.3412297408093006,-0.7737949788925668,-0.8105295647632131,-0.802062605162629,-0.7969411215110939
-0.26420586856762907,-0.34120608608791797,-0.7737937295136221,-0.8105228629192637,-0.8020610799299491,-0.7969362355403101
-0.26420586856762907,-0.3411232255341772,-0.7737875395864029,-0.8105197751529307,-0.8020588375966459,-0.7969360044691862
-0.26420586856762907,-0.34110561912054904,-0.7737866197354847,-0.8105139122708039,-0.8020559434188437,-0.7969346071793317
-0.26420586856762907,-0.34109774790757186,-0.7737452638468468,-0.8105102310545808,-0.8020537392971803,-0.7969341883793358
-0.26420586856762907,-0.34109588169889754,-0.7737440435198079,-0.810508239311862,-0.8020459470464202,-0.7969338139388198
-0.26420586856762907,-0.34108717841791364,-0.7737259863140789,-0.810506530784296,-0.8020457101207936,-0.7969314982573932
-0.26420586856762907,-0.3410815436843478,-0.7737213585197321,-0.8105057386931035,-0.8020432774273806,-0.7969304486013423
-0.26420586856762907,-0.34107527772038226,-0.7737174681611892,-0.8105032060171068,-0.8020405464273818,-0.7969300749339971
-0.26420586856762907,-0.34106689254345846,-0.7737127892559361,-0.8105031009054899,-0.8020401865286398,-0.7969273631913625
-0.26420586856762907,-0.3410577007926809,-0.7736891020975256,-0.8105017726024243,-0.8020384142011417,-0.7969221711480377
-0.26420586856762907,-0.3409994798565607,-0.7736875424462568,-0.8105014317011104,-0.8020373316762247,-0.7969210235766027
-0.26420586856762907,-0.3409899287348338,-0.7736798646550214,-0.8105010287686557,-0.8020370938299304,-0.7969189288157253
-0.26420586856762907,-0.34098470265781405,-0.7736721538486959,-0.8105005485220929,-0.8020362414967264,-0.79691859640896
-0.26420586856762907,-0.3408983732326082,-0.773668063013713,-0.8104968167645205,-0.8020321090530608,-0.7969176584662359
-0.26420586856762907,-0.34086992179271075,-0.7736657231584915,-0.8104949361664007,-0.8020320215367006,-0.7969147167950787
-0.26420586856762907,-0.34081860002858544,-0.7736640787435136,-0.8104946452388917,-0.8020278428580493,-0.7969115056402586
-0.26420586856762907,-0.34072965194321514,-0.7736629989021373,-0.810494564105917,-0.8020277202398849,-0.7969098950480723
-0.2641362772486407,-0.34072098047063326,-0.7736353602703493,-0.8104930826783192,-0.8020269431790799,-0.7969078243694446
-0.2641362772486407,-0.34072001541023184,-0.7736261804043554,-0.8104917741302883,-0.8020256335485202,-0.7969040358796478
-0.2641362772486407,-0.3407199022210427,-0.7736257211216775,-0.8104902327623269,-0.8020214624881454,-0.7969015058441986
-0.2641362772486407,-0.340649200632238,-0.7736222754215004,-0.8104867109046221,-0.8020213126474808,-0.7968966952007719
-0.2641362772486407,-0.3406221295481975,-0.7736178619527104,-0.8104829591071089,-0.8020210028567527,-0.7968957224578584
-0.2641362772486407,-0.3406141426354837,-0.7736106127151102,-0.8104827489202217,-0.802020227153332,-0.7968951737952799
-0.2641362772486407,-0.34058806427576477,-0.7736004229804445,-0.8104826438215744,-0.8020200676039885,-0.7968914788182041
-0.2641362772486407,-0.3405543126545605,-0.7735947304728459,-0.8104817236440864,-0.8020198990032803,-0.7968911776667267
-0.2641362772486407,-0.3405372659519136,-0.7735843418837796,-0.8104808012477974,-0.8020193822415576,-0.7968888522641185
-0.2641362772486407,-0.34050206732643234,-0.7735750547176385,-0.8104806925367103,-0.8020189348147975,-0.7968853288353048
-0.2641362772486407,-0.34049512118534786,-0.7735743372261771,-0.8104788641512498,-0.8020184062168968,-0.7968831336237809
-0.2641362772486407,-0.340441044383072,-0.7735722357715359,-0.8104780818617641,-0.8020181979062452,-0.7968827787350438
-0.2641362772486407,-0.3404181973767215,-0.7735554518576272,-0.8104741961123964,-0.8020154323524225,-0.79687980185794
